,title,content,complete_tags,words_in_tags
247,lights wont turn switching dimmer types changed,previous owners installed wall sconces dimmer dimmer control plate broke/cracked glyder type ariadni toggle prefer glider looking wires single pole green white black turning breaker disconnecting found sconces wrapped black color connect new switch went test breaker/switch popped checked connections etc looked fine turned breaker lights dimmer controlling light staying breaker reconnect pop light stay disconnect new switch old thing breaker/switch popped checked wires hit breaker lights staying old switch breaker popped kill dimmer switch wiring short cant keep stripping options solutions advice done switches house issue,electrical lighting,lighting electrical
248,causes condensation basement wall,first time home owner year old house southern ontario south facing basement wall grade condensation forming polyethylene barrier pink batt insulation common cause,insulation basement mold,insulation mold basement
249,order apply paint house,repainting outside house question order paint i.e paint trim walls top bottom daker paint lighter paint,repainting,repainting
250,free-standing bathtub resurfaced,nice free-standing claw-foot tub re-finished previous homeowner getting white flakes water rust spots couple places seem several techniques refinishing tubs right looking shop contractors job questions need asking,bathroom bathtub,bathroom bathtub
251,put wood burning furnace,wood burning furnace blower like control blower thermostat possible unit limit switch,heating,heating
252,get whole-house water filter housing loose,system standard 10-inch filter housing pressure tank water softener filter housing plastic shut-off valves side change filter month tried loosen housing replace filter get housing tried russian diplomacy budge afraid use much force want rip housing wall b mess input/output lines attached housing ideas guess nuclear option install whole new filter housing hoping trick loosen existing thanks,plumbing,plumbing
253,lawn mower power line cut caused partial power outage,happen cut lawn mower power line lawn mower cross cause partial power outage everything seems ok outlets exterior house checked fuse box nothing side turn need professional services ask help,powertools,powertools
254,difference interlock transfer switch,respect wiring standby generator essential difference interlock transfer switch pros cons using,generator emergency-preparedness,preparedness emergency generator
255,type beadpanel use wainscoting bathroom,renovating bathroom planning wainscoting found mdf beadboards whose moisture rating moisture-resistant trust bathroom assuming use proper primer paint go,bathroom,bathroom
256,pvc solar pipe joints degrading ultraviolet ... something anticipate,leaks develop pipe joints main pvc lines feed solar network pool heating tech pages say pipe painted white anything couplers problems occurring imagine something glue bond breaking system tens years old ... thanks pondering,pool pvc solar,pvc solar pool
257,tell house equipped gas stove,live townhouse electric range died looking replaec gas stove know house set required pipes etc. suspect least gas tank pipes gas fireplace sure gas tank living room heard least pipes go way kitchen extension plug stove feasible ten-year old house going expensive,gas stove,stove gas
258,splitting duct extend hvac addition cause problems,building x addition current family room use music room family room vents registers family room meets new room convenience extended new room fine cause lined perfect issue told replace stole room want split duct run register want go feed original duct keep going feed new room concern family room getting conditioned air warm summer cold winter reduced flow robbed peter pay paul speak crazy asking replacement runs registers original family room,hvac ducts,ducts hvac
259,prepare plywood subfloor vinyl sheet flooring,planning replacing carpet dining room vinyl sheet flooring know need get carpet padding staples/debris cleaned laying vinyl need prep work plywood subfloor ie fill cracks sheets plywood etc,flooring subfloor vinyl-flooring,subfloor vinyl flooring
260,notice pressure drop going pex cpvc cpvc,replacing older cpvc piping house access entire house master bath area thought inch line connect pex manabloc system inch line branches connections shower sink tub tub faucet question connect pex cpvc branches cpvc feet notice pressure drop anything,plumbing water-pressure pex,plumbing water pex pressure
261,insulate attic bathroom vent prevent condensation,bought house june bathroom fan start dripping water weeks november looked inspection report picture shows vent duct roof insulated need replace metal pipe wrap insulation thing pipe reach roof venting attic guessing get new duct pipe thanks,vent attic,attic vent
262,code question take outlet leg circuit,wiring workshop simplest use circuit supply shop outlets know machines/appliances expose wall sure call heard kid ... recognised nominal much matter planning wattage capacity,electrical code-compliance,code electrical compliance
263,weed eater bump knob stuck,stihl fs given using today tried bump knob let string none came tried disassemble spool remove presume tangled mess slight problem bump knob budging tried hand brought vice grip get budge anyone ideas screw bump knob forum post spool set mine case anyone wonders looks,lawn-mower,lawn mower
264,pressure shoots black smoke exhaust start,year old troy bilt pressure washer gcv honda engine pressure washer worked fine years used broke pressure washer use summer ran issue washer ran fine hour use shot black smoke exhaust cut get washer restart removed spark plug washer charred black end bought replacement spark plug installed next day trying use washer run engine sounded struggling stay turned sprayer engine die hour black smoke came exhaust pressure washer crank anyone idea issue put new gas engine oil levels look fine,water-pressure troubleshooting washer,water pressure washer troubleshooting
265,prevent light coming edges black blinds,experience black blinds let little bit light round sides people recommend solution,windows blinds,windows blinds
266,moulding,contractor removed threw segment right material,trim,trim
267,opening tubes unclog bathroom sink,need drain bathroom sink clogged checked couple videos confused following see unscrew tube underneath turn right left mean open cabinet underneath sink face vertical tube water goes right remove thought turn left popup lever vertical tube removed removed tube matter,bathroom sink bathtub,bathroom bathtub sink
268,remove residue left peel stick tiles,old peel stick vinyl tiles coming flooring want keep floor underneath gets rid glue residue safe use house,tile cleaning adhesive vinyl-flooring,tile adhesive cleaning flooring vinyl
269,table saw blade width,make straight slot cut table saw cut needs wide saw blade width come size,woodworking,woodworking
270,danger overflow,downstairs toilet second time overflowed changed toilet poured draino last time upstairs toilets fine sinks downstairs fine happened weeks used time overflow,plumbing,plumbing
271,spread light,better light bulbs home get light white board bulb white plastic covering bulb mirror bulb way get light source,lighting,lighting
272,connect nest europe,found question regarding nest thermostat question work thanks know problem ... know wire naming conventions different etc opentherm protocol thermostat boiler communicating found way supply nest thermostat separate transformator power supply hooked relay heating work question nest connect order make work,hvac thermostat thermostat-c-wire,c wire thermostat hvac
273,connect table slides make longer,question originated thread need obtain super heavy duty table slide http //www.wei-hua.net/en_showprod.asp id=303 connecting http //www.hardwaretree.com/proddetail.php prod=dtl-3506u work figure,table slides,slides table
274,humidity set dehumidifier,bought pint dehumidifier basement humidity level aim time year humidity high central air set seems running keep running try get lower,basement humidity moisture,humidity moisture basement
275,good practice using circular saw,novice diyer purchased makita circular saw manual says put hands saw safe hold saw hand holding lumber plywood check tutorials videos find saw held hand hand grabbing object holding circular saw hand unsafe practice manual over-concerning thanks,saw cutting circular-saw,cutting saw circular
276,type seal french door refrigerator reliable,going buy french door refrigerator seen types seals seam doors usual rubber+magnetic seal course door magnetic rubber gasket facing door type seal long strip plastic metal flips degrees open door door magnetic rubber gasket seals long seems flipping strip durable time seems seal less hassle repair anyone much experience types seal goes bad expensive difficult repair,refrigerator,refrigerator
277,natural stone wall made waterproof defacing,cottage natural stone wall arid climate sees rain winter wall nice look stones collected area attached wall cement appears cement dried shrunk left many small holes stones consequence water damage wall appears wall watertight rainwater coming bought house know damage winter ten something needs done corner house wardrobe way fix see right plaster wall thought breaks heart course destroying beauty way water-proof natural stone wall preserving look,drywall walls stone rain,walls drywall stone rain
278,disposal operation forces drain water second sink,kitchen sink contractors installed several years see picture main sink right side smaller sink left installed disposal main sink space tight pull trash drawer space shallower left hand sink galley kitchen small trying get use space run disposal nasty water shoots left hand sink thought clog wall small drain blockage short lived run less seconds water goes small sink fine slow water draining small large sink drains want eliminate initial burst nasty water small sink think problem air pressure due design connections separate connections wall sinks see attached main stack vent located left double sink wondering work connect small sink drain large sink get fit tight space ... appreciate suggestions ps sewer gas smell coming small sink long remember run little water fill p trap run disposal run water left sink p trap get nasty water shooting comes aroma sewer gas,drains,drains
279,sound-dampening drywall clips affect ability hang objects wall,evaluating options sound-proofing drywall considering sound-dampening clips genie clips approach drywall mounted wall studs hang objects mounted drywall stud wall-mounted tv shelving,drywall walls sound-proofing hanging,sound walls drywall proofing hanging
280,water heater use less power overall equipped larger smaller heating elements,electric water heaters obtained various different options size power draw heating elements larger elements use power overall example let say electric water heater configured elements draw kw kw kw model delivering greater first-hour yield kw model use power aggregate use overall amount power kw model deliver heat faster lower runtime,electrical water-heater,water heater electrical
281,bracket included wall-mounted bathroom sink,dealer wall-mount bracket sink told use lag bolts believe thing heavy bracket find universal thing,sink,sink
282,deep drain pipe buried asphalt driveway,pvc drain downspout runs parallel garage joining drain run deep slight grade repaved replacing thinwall pvc schedule pipe clogged inlet grade filled mud gravel years depth adequate pitch room lower downstream end needed,drainage downspout,downspout drainage
283,finishing drywall common practice mud horizontally-hung drywall,hung drywall bedroom hired company mud tape prime paint know drywall sheets recessed edges order hold drywall compound bottoms walls drywall sheets recess much applied sloppy layer mud fill recess base moulding something flat attached go put base moulding going dip inward picture corner room bottoms unfinished seems bevelled edges bottoms sheets filled flat level surface hold moulding,drywall mudding,mudding drywall
284,thing wall access panel water shutoff turn water spigot winter,im looking see thing exists looking wall access panel shutoff ball valve turn water spigot winter,plumbing plumbing-fixture,plumbing fixture
285,use lubricate cat6 cables installing,run network wires wall home done much pressure pulling caused pairs go bad prevent gigabit speeds going replace wondering options make pulling easier told soap yes soap used pull ac cables damage network cables sex lube better thoughts edit thanks everyone input pulled new wires used dish soap got someone push side everything went smooth,wiring data-wiring wire,data wire wiring
286,quiet dryer vent,whirlpool electric clothes dryer years old drying makes whirling sound loud vented neighbor complaining shoved large rock vent helped lot clothes dry normal setting normal amount clothes dry,dryer,dryer
287,getting orange peel spraying oil high temperatures hvlp conversion gun fix,experienced painter using gravity-fed hvlp conversion gun looking pros give pointers spraying cabinets friend house need get things spraying sherwin williams surface enamel top wood cabinets primed recommended sherwin williams primer paint sprays fine thinning gun primer required penetrol spray flashing dry uneven orange peel finish gun spraying nice distributed fan pattern spatters drips large drops atomization seems perfect much overspray sure adjustment gun make prevent orange peel forming thinking degrees today san antonio tx temperature causing issues mineral spirits penetrol thin paint ... thinning paint theory makes dry faster problem dry time high heat lack thinning,paint oil-based-paint,paint oil based
288,control lights 3-way circuit timer,roommate comes night leaves f ing light find annoying malicious bit distracted want install sort light switch something turn minutes turned light controlled switches end hallway many programmable light switches seem require pre-set schedule option turn turned know interact need install switch end hallway anyone suggestions,light-fixture home-automation,light automation fixture home
289,replace old breaker add new,old circuit breaker water heater seems end life breaker controls system breaker amps okay replace breaker old lasted good years consider electrician separate new circuit open slot circuit box needed,water-heater circuit-breaker,water heater breaker circuit
290,calculate proper fan size bathroom exhaust number pickups,getting ready remodel bathroom thinking installing inline fan reduce noise looking panasonic models bathroom x x shower corner toilet opposite corner many cfm need make sense install separate pickups bath toilet,bathroom exhaust-fan exhaust-vent,exhaust bathroom fan vent
291,use portable a/c unit cool clean room,built room shop clean room finish airbrushing want cool room spend time rest shop garage get portable unit block walls possibility window unit room built false..that say framed finished insulated etc insulation panels tight portable ac unit seems make humid room theory pulling hot humid air shop helping .. question put unit shop run duct cold air room want cool fan way install room exhaust air,hvac,hvac
292,circuit blow replacing switch,replaced older switch yesterday existing line recessed lights lights switch breaker different switch recessed lights basement process renovated accessible lines missing bulb pulling full load breaker outlet runs dehumidifier setup year project started breaker issue yesterday switched older switch noisy flipped newer quieter switch new pulled spot house major difference newer switch ground older switch came tonight flipped switch heard noise breaker tripped breaker tripping additional electrical noise surge dehumidifier turned switch reset breaker tripped hours yesterday think dehumidifier went lights turn line lights nothing trips happens new switch ground messing pointing problem know,electrical wiring lighting switch circuit-breaker,wiring switch lighting circuit electrical breaker
293,use led bulb place incandescent,bought reading lamp box says max shop sold led light bulb says question use light bulb confused max mentioned lamp,electrical lighting led bedroom bulb,lighting led electrical bulb bedroom
294,practical difference latex acrylic water dispersion paint,see lots water dispersion paints shops come flavors latex acrylic application range procedure seem safe emit anything toxic drying prices less practical difference choose,paint,paint
295,possible reuse shingles/replace part shingles,porch roof collapsing see photo left side bowed want fix roof make sturdy lifted shingles discovered much wood corner rotted know put siding bad worry collapsing children playing possible save shingles porch roof reuse possible/recommended least possible replace shingles part roof opposed whole thing,roof shingles,shingles roof
296,use double sided tape install carpet concrete floor,put indoor/outdoor carpet portion basement install semi-permanent meaning want use glue want use tack strips seen youtube videos read various sources say sided tape used something shurtape df coated cloth tape hold carpet expect method last weeks months years decades centuries come time remove/replace carpet able remove tape concrete area carpeted basement chance moisture particular basement dry,flooring carpet,flooring carpet
297,find replacement vinyl siding pieces,numbers siding local lowe local home depot way match trying find replacement pieces fix holes siding source online help match texture/color/size siding,vinyl-siding,siding vinyl
298,type garage door seal,type find normal flat rubber type shoved kerf cut folded stapled latter case idea someone way common,insulation garage-door seal,insulation garage door seal
299,cause house smell musty coming vacation,returned house northern new mexico ranch-style built ten day vacation found unpleasant musty smell greet smell living area master bedroom smell attached garage semi-open attic left closed windows ventilation cracks walls ceiling got opened windows turned fans helped smell lingering strongest area bed foam mattress months old see anything wrong thinking water traps evaporated ran sinks seem helped rained small amount gone find plumbing leaks surprised kind sudden rapid mold growth bone-dry right,smell,smell
300,install wired smoke detector compromising fire rated sheetrock,connected garage bedroom fire rated sheetrock fire rated door use storage including paint normal chemicals reason install hardwire smoke detector time install others adjacent rooms create opening fire rated sheetrock options battery powered wireless detector aware garages get heat detectors smoke detectors ... remember use storage,smoke-detectors,detectors smoke
301,house grounding,wondering somebody please explain importance ground wire house panel high electrical bills told ground wire going grounding plate main panel garage cut got new grounding plate wire connected panel buried plate got instal ground plate sub panel house ft main panel question ground plates causing grounding loop sure ground loops ground plates buried dry causing high electrical bill think something wondered happen ground plates hard imagine imaginary electrons wire ... thanks helping sort,electrical wiring,wiring electrical
302,said typical household circuit reverses polarity,responders helpful recent post mine sorry say part perplexes circuit current flows line load returns neutral circuit return path line current reverses flow originates line line circuit reverse push neutral line similar push line source reversed current flow felt neutral leg energized please someone tell missing,electrical 120-240v,electrical
303,consider using sewage ejector pump,things need consider sewage ejector pump regarding maintenance prevention abominable excrable catastrophes gather thing akin giant garbage disposal pump mashes sewage pushes point elevation-wise nearest sewer line used old basements dug,plumbing,plumbing
304,get diy table slides accept leaves totaling,identical long tables stationary pedestal bases table tops slide accept leaf middle resulting tables modify tables expands accept additional leaves leaves span type table sliders rails get placed apart place pedestals additioanl details case important plan make extra leaves cannibalizing table top tables wide stationary pedestal x x length width height believe tables made white oak pictures,table extension,table extension
305,replace tilt garage door clearance low overhead,garage door past-end-of-life track told several local garage door companies tilt hardware made low clearance roll-up overhead doors match headroom old tilt garage ceiling present door gives clearance modern low overhead tracks give entry low spot less duck entering suitable replacement note want automatic opening slide bikes shopping much travel note hole floor implies original door swung slope appears preclude swing least grinding material small triangular space ceiling inches front current door appears see automatic garage door options garage low ceiling clearance update ceiling lathe plaster joists run parallel door opening hide spiral spring much,garage-door,garage door
306,prevent mold drywall mud pail,opened pail drywall mud discovered mold sides months last opened happened years tried using mud bad odor persisted dried mud toss pail mud work-around using minute mud powder going inconvenient larger project prevent mold growing bucket edit wonder sprayed light mist mix chlorine clorox water sides surface mud,drywall mold,mold drywall
307,feel stuffy dryer running,house rent dryer running feel house stuffy washer dryer combo brand kenmore model number wonder dryer using gas electricity stuffiness feel dryer produces carbon monoxide,dryer,dryer
308,insulate combo basement/crawspace,live louisville kentucky cold winters lows freezing hot humid summers daytime highs muggy house built seems cellar/crawlspace renovation poured concrete slab basement concrete walls existing brick foundation northwest corner rest basement crawlspace feet clearance dirt floor joists floor created basement water heater furnace live duct work runs crawlspace separation crawlspace basement planks nailed studs run new concrete half-walls floor joists like insulate crawlspace basement think supposed cover dirt crawlspace mil thicker plastic sheeting runs foundation wall attaches sill plate attach 2-inch extruded polystyrene foam insulation walls plastic questions insulation go dirt floor way floor hugging wall go stop top brick foundation sill plate joists left visible termite inspections supposed leave gap inspection place foam area attach tape folded inspection insulation fact attached mean worth seems need 15-minute fire barrier foam drywall standard want put top plastic crawlspace gets damp awful use cement board inches mineral wool work seems open invitation dust use ignition barrier space living area like use area storage anybody good ideas use heck exterior basement walls run plastic wall moisture drain floor sump pump insulate couple feet grade help appreciated searching internet several weeks search contradictory information get,insulation basement crawlspace,insulation crawlspace basement
309,change v ph,need install ac unit v phase building v phase,electrical,electrical
310,mat shower,searching pvc mat dressing room big shower room sauna mat layered lower layer maximises air top layer endurance saw mat hotel yesterday want similar summer house searched aliexpress call mat,shower materials,shower materials
311,install flush mount ceiling light fixture,bought new flushmount ceiling light fixture instructions came done need guidance please first pieces came tried install b ceiling junction box using screws way get flush b. touched junction box inch screw normal screws flush b cut screws install b using screws c case screws used nuts e attached screws opened package sure nuts washers attached piece a. know pieces pictures obvious things light glass piece attaches ground wire ceiling junction box white black wires think attach copper ground wire piece picture green screw sure,electrical lighting light-fixture,lighting fixture electrical light
312,adding insulation basement vapor barrier,leftover insulation basement little bits pieces joists basement ceiling insulated barrier house built condensation form put extra pieces vapour barrier wall put second vapour barrier fine help house stay insulated complete waste time seems shame smaller pieces go waste,insulation basement,insulation basement
313,replacing old ceiling fan new visible ground wire junction box,replacing ceiling fan bedroom coming junction box sets wires set wire coming opposite ends junction box connected blue black wire ceiling fan wires old ceiling fan light attached easy connected white wire wire old ceiling fan connected brainer please note ceiling fan light connected wires coming wall switch switch connected outlet lamp operated old ceiling fan pull chains ground wire coming junction box condo built late intention rewiring thrilled installed ceiling fans installed old ceiling fan connected ground wire white neutral wire read site smart thing ceiling fan den came connected remote green wire mounting bracket green wire put twisted plastic wire nut read den ceiling fan remote chances anyone receiving shock slim none bedroom ceiling fan come remote planning installing using pull chains come planning connecting green wire ceiling fan green ground wire mounting bracket twisting plastic wire nut able twist make sure plastic wire nut hold able pull green wires sure wrong time able yesterday advise proceed fans go sure run problem ceiling fan kitchen replacing patio ceiling fan ceiling fan kitchen side note patio hurricane impact windows installed sometime december windows stationary able slide open closed live south florida year windows closed hot humid use air conditioner months cool keep sliding glass doors open concern areas amount heat builds kitchen cook humidity sliding glass doors open patio pre-existing ground wire looking potential hazards,ceiling-fan grounding junction-box,box junction ceiling fan grounding
314,mounting tv chimney breast,new house master bedroom upper level chimney running room living room painted brick sides exposed walk thought good idea mount tv see bed committed anything likely smaller tv narrow side chimney faces fireplace living room bricked decorative believe water heater furnace vented chimney house build assume chimney good way mount tv situation little leery drilling chimney wonder something wrap support tv run cables ceiling,mounting chimney television,mounting television chimney
315,height limit wood framed building,using conventional light framing construction techniques maximum height wood framed building floors grade looking limitations current building code actual limits based strength building material,wood framing building-regulations,building regulations wood framing
316,furnace frequent power resets,programmable thermostat attached furnace set point degrees room temperature reading degrees furnace coming go basement flip power switch furnace starts runs minutes problem thermostat furnace start troubleshooting gas furnace ac unit manufactured idea installed running fair amount heat doubt gas line pressure,heating furnace,furnace heating
317,waterproof bathroom ceiling,live apartment building resident upstairs overflowed times years water damaged ceiling repaired ceiling replaced expense best material use -- knowing seems likely overflow happen resident building super advised better leave current plaster ceiling built small rocks gravel intended small amounts water recommends putting water resistant drywall current ceiling best long term solution drywall waterproof drywall water spilled upstairs become watersogged time water sit ceiling cavity collecting mold best long-term solution,drywall leak,leak drywall
318,furnace closet huge duct opening unconditioned vented attic,interior furnace closet huge duct connects closet unconditioned vented attic right needless say huge air leak conditioned part house major source air infiltration house today mph winds hvac tech seems problematic duct designed pull outside combustion dilution air represents gaping hole conditioned thermal envelope furnace closet insulated rest conditioned space furnace huge btu model oversized house square foot interior requires huge duct pull air volume air coming duct house furnace running think passing furnace filter return air plenum furnace options stuck adding weatherstripping furnace door sealing air leaks furnace closet rest house return air plenum big air leak ...,furnace ducts air-leaks,leaks ducts furnace air
319,install jump duct,master bedroom warmer living/dining/kitchen area house setting thermostat lower order bedroom get cool night sleep exiting bedroom morning got bundle due cold rest house suggestion got install return vent door want loss privacy suggestion install jump duct ceiling outside bedroom appeals wife correct way materials required install jump duct maximize air circulation leaking cold air attic,air-conditioning hvac ductwork temperature,ductwork temperature conditioning hvac air
320,underlayment necessary room garage,understanding underlayment beneath laminate flooring reduces sound floors i.e room functional purpose reducing noise room installing laminate room garage sure install underlayment situation make flooring quieter room compelling reason use thanks,flooring hardwood-floor laminate-floor underlayment,hardwood laminate underlayment flooring floor
321,caan someone check wiring digital timer,bought woods model digital timer coleman.com amazon front porch wiring button stays nothing hoping someone check wiring rule defective timer wall fixture lines hot wire bottom wires black vac hot ground white line top wires black red ground white timer wires black hot red load ground white connected black hot vac wire black hot wire timer tapped white wire timer white wires connected ground wire believe everything correct tricky part connected red wire timer black wire top line connected old timer replaced button stays lit front porch light lit pressed reset instructed accompanying directions connected red wire timer red wire top line result original wiring correct timer defective got wiring wrong,timer,timer
322,rated pivoting recessed pocket light shower,looking ic rated pivoting recessed pocket light shower anyone know thing exists scouring amazon days come promising hits remodeling master bathroom ceiling shower vaulted lend effective recessed lighting shower thanks help,bathroom recessed-lighting,bathroom lighting recessed
323,removing glue felt pads chair legs,trying remove old glue chair felt pads tried googone sanding paint thinner anyone remedy problem,adhesive,adhesive
324,anyone know kind rod use brackets,old home circa front door windows side windows curtain brackets remodelers leave curtain rods unfamiliar anyone tell name kind rod goes sorry poor-quality image,brackets,brackets
325,eliminate light circuit,background live co-op unit electrical box shut electricity corner under-cabinet light hardwired box think wall sure wires route wall box tells anything light inches box want get rid cabinet put hanging pot rack light mount electrical inspector hire electrician easy diy figure splitting wires capping complicated close circuit guess paranoid diy tucking wires wall electrical fire happening cusp put shelf light something mount deal complicated,lighting circuit diy-vs-pro,pro vs lighting diy circuit
326,much air ventilation required oil burner closet,redoing basement closeting boiler hot water heater layout makes sense vent chimney want make sure getting enough air draw anyone slated doors better system thinking,boiler renovation,boiler renovation
327,extension cord power strip safety,heard safety building code issues involved using extension cords power strips surge protectors anything temporary use issues extension cords used,electrical safety building-regulations extension,building safety regulations electrical extension
328,adjust dimmers work way want,smartlabs dimmers house turn way single tap turn half way second time go way idea configure go way half way first tap making sense,electrical lighting switch,lighting switch electrical
329,tile cutter use commercial flooring tiles,putting vinyl commercial flooring tiles hallways product seen guy pro use supermarket baby wondering following much cheaper variant non-flooring-pro seems similar job tiles soft cut utility knife washer precision important want precise tool hallway exposed paying extra worth speed issue time much future,tools flooring tile laminate-floor,tile laminate tools flooring floor
330,put right inswing front door left outswing screen,put right hand swing door exterior left swing screen door,doors exterior,exterior doors
331,anyone identify brand faucet,wanted replace faucet hard time figuring brand is.does anyone know company,bathroom shower faucet,shower bathroom faucet
332,safest electric cable use insulated walls attics fire prevention,standard terms ranking residential electrical cable options fire safety enclosed insulated spaces read old knob tube safe undamaged due distance wires compared armored cable mc nm-in-conduit new stuff apologize terminology/usage incorrect ... knob tube walls attic wondering electrician replace areas want various electrical insulation changes/upgrades going reduce fire safety,electrical wiring fire-hazard cables,fire wiring cables electrical hazard
333,saturated insulation mobile home,live mobile home piers broken water pipe faucet fixed leak insulation mobile got saturated dry ive poked holes help release built water helping concerned,insulation,insulation
334,furnace fan runs time,furnace fan runs time switch furnace keeps blowing cool air replaced filter running rth6400d set run fan wires connected w r furnace beckett honeywell r7184b thank buck,furnace fans,fans furnace
335,unable unscrew sink valve covered deposits,faucet dripping bit decided replace valves got required rubber gripping pad whole thing covered mineral deposits able remove small clip threaded ring revealed ... threaded ring deposits cleaned done vinegar replacing valve next step attempted use adjustable wrench grab hexagonal portion twisting budging grip bottom portion feel going break something tubes bottom kinked looks sink advice watched videos read guides starting videos seem explained process different type valve attempted unscrew nut times slips attempt ended damaging nut worried strip considering disconnecting everything beneath sink taking portion valve hardware store see help took whole thing took ace hardware guys put bottom half vice tried loosen top wrench get budge http //i.imgur.com/gnqh562.jpg looks going call plumber,plumbing bathroom faucet,plumbing bathroom faucet
336,products ditra make tile removal complicated,products ditra great use installing tile help wondering remove tile later difficult remove tile laid type product make tile removal easier,tile removal remodeling demolition,tile demolition remodeling removal
337,start standing oscillating fan motor wont turn,worth fixing hate throwing things simple fix wife told fans working took simple parts cleaned dust avail plugged turned nothing happens smell noticed suppose something simple switch sure try bypass switch see issue unit right purple cable goes dangerous play,electrical fans electric-motor,fans electrical electric motor
338,small white box fridge compressor making incessant clicking sound,small frigidaire model frt045gb ~9 months old outside warranty started clicking sounds small water pump able determine noise related fridge freezer turn fridge temp noise stop start cooling system starts seems coming white box compressor touch feel vibration white box recycle symbol front y-shaped notch screws hold taking pain anyone know box make noise fix fridge working making noise ~4 clicks/second loud sure normal,repair appliances refrigerator,repair refrigerator appliances
339,drill extra holes entrance panel,replacing entrance panel combo larger amp service panel installing surface mount existing panel flush mount using surface mount drill inch hole top plate want surface mount make installing grid tie solar easier panel knockouts bottom bottom wires enter existing panel top need lengthen wires drill holes top area panel reach ok drill extra holes need drill large holes run wires using romex clamps bushings thoughts appreciated,electrical,electrical
340,new furnace new generator,new kw home standby generator start new modulating furnace furnace run mains power run generator generator runs voltage utility power difference,power-backup,backup power
341,make cigarette air filter,live smokers want make air filter catch particle left air learned good way heavy wet cloth turn whole idea filter protect need thing protect good distance ft ideas,air-filter,filter air
342,worried gypsum wallboard/drywall contain anyone know,worrisome asbestos question anyone dealt fireproof gypsum national gypsum company pics wallboard pics thanks advance,asbestos,asbestos
343,advice wiring fixtures cabin low voltage volt,building cabin lake know need single phase volt volt electrical things entire cabin illuminated low voltage lights inside know basic wire system rv replaced lights small home believe installed thousands feet landscape lighting practical inside house believe start install basic single phase electrical want run wiring need install volt dc lighting cabin believe volt dc best choice find great place buy correct light fixtures lots sky lights hope run low voltage lighting cabin trees walk ways suggest work combination wind/solar power battery bank marine batteries optima blue battery stephen,wiring,wiring
344,breaker pool trips gfi,gfi outlet weather proof box cover pump pool light plugged time semi heavy rain breaker box kicks gfi trips letting water way trip gfi breaker box thanks help,electrical,electrical
345,best way close gaps chimney roof,attic see gaps outdoors outside corners chimney problem wasps bats squeezing attic recent rainstorm lots wind leaked water house rains heavy ones leaking climbing outside house non-starter see come hiring someone options spray water resistant safe/legal chimney likely legal usa expect absolute confirmation point hoping sort spray foam fit bill seeing interior foams meant retard fire walls floors,attic chimney,attic chimney
346,ceiling fan light bulbs burning,ceiling fan light bulbs tell fan mounted expect use ge multi-use soft white watt intermediate light bulbs marketed ceiling fans local home depot carry bulb brands size said bulbs burning seems likely issue unrelated bulb open suggestions others try causing bulbs youtube video ceiling fan running high,ceiling-fan light-fixture bulb,light ceiling fan bulb fixture
347,water hardness affect life copper pipes,completed renovation works old home toronto short pipes bathrooms began leak plumber used lower quality materials lower class copper pipes work hardness softness water matter life pipes,leak pipe,pipe leak
348,solving freezing vent refrigerator,kitchenaid refrigerator model ksrs22mwmws side side model purchased wall freezer refrigerator vent ice builds becomes blocked jamming sliding drawer temperature controls default ice appears unit bad defrosted area hair dryer past hard structure vent foam take heat problem comes wrong fixed,appliances ice,ice appliances
349,install large mirror drywall,need reattach large flat frameless mirror drywall long/thin beveled mirror pieces questions adhesive use epoxy glue liquid nail hold mirrors place glue setting glue sets short time say minutes lean playing angry birds curious said attach mirrors removed open small doorway wall able ply mirrors,mirror,mirror
350,strange smells sons room,moved apartment good day boyfriend walked sons room smelled rotten food smell walk room first moved cleaned whole room find nothing causing horrible smell sleep night days started happening randomly start laughing sleep talk lived,bedroom,bedroom
351,replacing rot wooden porch column,porch column rot bottom smaller porch columns similar http //www.homedepot.com/p/unbranded-6-in-x-6-in-x-8-ft-pine-porch-column-709721/202087424 seen videos e.g https //www.youtube.com/watch v=qylnaou5z2m show replace rotted portion leaning towards find match existing style local home improvement stores deal vinyl top flashing think called legit porch roof small front door porch sq ft. watched videos support roof replace rot feel confident pull thanks,structural dry-rot,dry rot structural
352,rules make box stable hard tilt,built cube-shaped box wood panels lying solid push side next box cube-shaped taller deep let say cm tall cm wide z cm deep make deep example cm deep easy tilt pushing front small make z depth making box stable numerical/engineering rules add weight base much weight thickness walls box contribute stability box,wood wooden-furniture design,wooden wood design furniture
353,toilet humming,toilets flushed fills bowl get loud thrumming/humming noise flusher stacky thingy making noise turned volume water flow toilet stopped making water tube wall toilet vibrating hand water supply vibrating frequency flushy-stacky-thingy exposing noise something tester101 comment note makes tank full running water pipes,plumbing bathroom toilet,plumbing toilet bathroom
354,box knob tube wiring ceiling cellulose,know code says cellulose insulation knob tube wiring possible heat build know evidence causing fires scarce states allow cellulose electrician says good shape air seal attic adding insulation knob tube wires running kitchen ceiling attic floor kneewall covered blown fiberglass last years different electricians come give recommendation and/or estimate changed wires come wall spray foam years go attic floor feet disappear finished floor see replacing possible going see electricians say wondering putting piece drywall couple inches wires boxing sides way like empty cavity fact insulation side ceiling cavity thoughts,electrical insulation knob-and-tube,insulation knob tube electrical
