,title,content,complete_tags,words_in_tags
268,stop working,new robotics first time building quadcopter unable work keep losing escs testing managed calibrate escs control speed motors securing frame motor work recalibrated escs running motor work motors continued run stopped research suggested escs cut-off voltage indicating battery flat looked recharging surprise new battery appeared bulged indicating damaged research suggested size battery using insufficient amount current drawn motors pwm applied reconnected new charged battery hope listening beeps esc coughed huge puff smoke happened managed get escs run motors several attempts tweaking pwm signals calibrating ended replacing obvious reason escs keep dying assume specific escs made ask money components using raspberry pi model b 16-channel 12-bit pwm/servo driver i2c interface pca9685 rctimer mini esc opto blheli firmware oneshot125 support 2-6s rctimer 2208-8 outrunner brushless motor gens ace lipo battery pack raspberry pi powered micro usb interface step-up voltage regulator connected lipo battery pwm controller powered vcc pin gpio1 pin raspberry pi happens power sensors time motors worked able control 1-2 millisecond duty cycles,quadcopter power esc pwm,quadcopter pwm esc power
269,storing map,trying build map using cameras found coordinates objects best way store data.i like display map range 5-6 meters 500-600 cms accuracy managed cm used opencv python laptop.i like shift raspberry pi pi perform main issue store map,cameras mapping 3d-reconstruction opencv,opencv cameras mapping reconstruction
270,improve map autonomous robot using kinect,little background aim process building autonomous robot navigate unknown area avoid obstacles receive speech input various tasks recognize faces objects etc using kinect sensor wheel odometry data sensors chose c primary language official drivers sdk available completed vision nlp module working navigation part robot uses arduino module communication intel i7 x64 bit processor laptop cpu overview robot electronics problem implemented simple slam algorithm gets robot position encoders adds sees using kinect slice point cloud map maps room look rough representation actual room see different bad maps expected using dead reckoning aware particle filters refine ready implement ways improve result update forgot mention current approach earlier forgot program using hashtable store dynamic map grab point cloud kinect wait incoming serial odometry data synchronize using time-stamp based method estimate robot pose x theta using equations wikipedia encoder data obtain slice point cloud slice array x z parameters plot points based robot pose x z params repeat,arduino slam kinect odometry,kinect odometry slam arduino
271,off-the-shelf micro fluid dispenser,way dispense micro liter amounts water lets say 1-10ul thing found piezoelectric dispensers suggestions build off-the-shelf component,electronics,electronics
272,choosing motors wheel drive robot,making wheel drive robot suppose know robot going weight x kg finished know diameter wheels geared motors connected wheels choose several geared motors know peak torque motor idling speed calculate load specific motor take i.e motor given torque able move robot overloaded rpm motor load,motor,motor
273,motor shaft swapped threaded shaft,looking n20 dc motor popular anyone know shaft swapped threaded shaft,motor,motor
274,detect stepper motor stalled,detect stepper motor stalled google search led people say stepper motor stalls current spikes detectable hall sensor suppose current sensors mentioned sense motor current measured current wires stepper motor percent stepper driver holding position moving application stepper driver thinks telling stepper move motor pegged hard limit measuring current +12v power supply going stepper motor driver seemed give constant current turned current limit amount chopper stepper motor driver missing key detail measure current approach google search led people measure back-emf bemf coil stepper time stepper driver driving coil seems distinguish motor moving vs motor stopped seem distinguish case motor moving vs motor stopped way apply bemf approach system drive stepper spin using stepper driver board ti drv8825 chip hoped fault pin tell stepper motor stalled hard stop seem anything -- supposed tell wired wrong chip drive technique detects stepper stalled hard stop technique detecting hard stall add system using off-the-shelf stepper motor driver stackexchange site appropriate questions motors motor drivers,stepper-motor stepper-driver force-sensor,driver force sensor stepper motor
275,establishing data transfer raspberry pi using gpio,good day implementing autonomous quadcopter stereo vision using raspberry pi let call pi_1 responsible stereo vision responsible motor control trajectory planning pi_2 looking way transfer element float vector gpio pi_1 pi_2 pi_1 stereovision program runs pi_2 motor control runs protocol deliver amount information second raspberry pi gpio looking spi saw raspberry pi turned slave making option looked uart slow needs i2c ports pi used stereo vision cameras imu gpio option feasible open suggestions using hardware middle man wireless options,quadcopter raspberry-pi communication,quadcopter pi raspberry communication
276,recursive tree representation multi agent robots,going code base multi agent motion planning came recursive tree building algorithm agents able figure algorithm anyone know called similar kinds algorithms read got code node tree follows struct agenttreenode int begin int end float minx maxx miny maxy int left int right node max min value x y. begin end left right value tree split based limits longer x optimal value found agents split split agents build thank,multi-agent,multi agent
277,good book mechanisms,working students grade robotics wanted get good book covers basic mechanisms anyone recommendations searching google amazon yields many results thought community standard book use,design mechanism,design mechanism
278,smallest rotation brush-less motor perform,example brush-less outrunner poles stator windings connectors motor controlled way performs single step degrees,motor brushless-motor,brushless motor
279,unable read pushbutton press arduino,trying use push button order know print number time push button pressed using counter.but everytime press button counter get incremented time counter start continue preferred link wiring push button arduino code const int buttonpin // number pushbutton pin const int ledpin // number led pin // variables change int buttonstate // variable reading pushbutton status int count void setup // initialize led pin output pinmode ledpin output // initialize pushbutton pin input pinmode buttonpin input pinmode buttonpin input serial.begin buttonstate digitalread buttonpin digitalwrite ledpin low void loop // read state pushbutton value buttonstate digitalread buttonpin // check pushbutton pressed // buttonstate high buttonstate == high // turn led digitalwrite ledpin high count count serial.print count // turn led digitalwrite ledpin low dont know count coming,arduino c serial,c serial arduino
280,need help regarding development extended kalman filter sensor-data fusion odometry imu data,trying develop extended kalman filter ekf positioning wheeled vehicle robot frame static wheels driven motor rear wheels encoder want fuse odometry data data dof imu mathlab code call ekf uses data encoders accelerometer x gyroscope z-axis medium-size ekf inputs x priori state estimate vector sampling time p estimated state covariance vector z current measurement vector encoder left encoder right x-acceleration y-acceleration z-axis gyroscope output x posteriori state estimate vector p posteriori state covariance vector state vector x vector \begin bmatrix x \rightarrow x-position global frame \\ \dot x \rightarrow speed x-direction global frame \\ \ddot x \rightarrow acceleration x-direction global frame \\ \rightarrow y-position global frame \\ \dot \rightarrow speed y-direction global frame \\ \ddot \rightarrow acceleration y-direction global frame \\ \theta \rightarrow vehicle angle global frame \\ \dot \theta \rightarrow angular speed vehicle \end bmatrix measurement vector z vector \begin bmatrix \eta_ left \rightarrow wheelspeed pulses left wheel \\ \eta_ right \rightarrow wheelspeed pulses right wheel \\ \dot \theta_z \rightarrow gyroscopemeasurementinz-axisvehicleframe \\ a_x \rightarrow accelerometermeasurementx-axisvehicleframe \\ a_y \rightarrow accelerometermeasurementy-axisvehicleframe \end bmatrix function x p moodieekfmedium x p z sigma_ax sigma_ay sigma_atau sigma_odo sigma_acc sigma_gyro check input matrixes correct size rows columns size x rows ~= columns ~= error vector size incorrect end rows columns size z rows ~= columns ~= error data vector size incorrect end constants n0 r b q zeros q sigma_ax q sigma_ay q sigma_atau q q q deal small dfdx eye dfdx dfdx dfdx dfdx dfdx deal dfdx dfdx deal t^2 /2 dfda zeros dfda dfda dfda deal dhdn eye r zeros r r deal sigma_odo r sigma_gyro r r deal sigma_acc r r deal small predict next state xk f xk-1 xtemp zeros xtemp x t*x t^2 /2 *x xtemp x t*x u1 sigma_ax xtemp x u1 xtemp x t*x t^2 /2 *x xtemp x t*x u2 sigma_ay xtemp x u2 xtemp x t*x u3 sigma_atau xtemp x u3 x xtemp predict next state covariance pk dfdx pk-1 transpose dfdx dfda q transpose dfda p dfdx p transpose dfdx dfda q transpose dfda calculate kalman gain kk p transpose dhdx dhdx p dhdn r transpose dhdn ^-1 dhdx zeros x == x == dhdx dhdx deal dhdx dhdx deal dhdx dhdx deal t*n0 x /sqrt x ^2+x ^2 dhdx dhdx deal t*n0 x /sqrt x ^2+x ^2 end dhdx dhdx deal t*n0 x /sqrt x ^2+x ^2 dhdx dhdx deal t*n0 x /sqrt x ^2+x ^2 dhdx t*n0*b dhdx t*n0*b dhdx sin x dhdx -cos x dhdx x *cos x x *sin x dhdx cos x dhdx sin x dhdx -x *sin x x *cos x kk p transpose dhdx dhdx p transpose dhdx dhdn r transpose dhdn -1 update state h zeros n1 sigma_odo h t*n0 *sqrt x ^2+x ^2 t*n0*b *x n1 n2 normrnd sigma_odo h t*n0 *sqrt x ^2+x ^2 t*n0*b *x n2 n3 normrnd sigma_gyro h x n3 n4 normrnd sigma_acc h x *sin x x *cos x +n4 n5 sigma_acc h x *cos x x *sin x +n5 x x kk* z-h update state covariance p eye -kk*dhdx *p end filter schematic state transition equations use x_ t+1 x_ \cdot \dot x_ \frac t^ \cdot \ddot x_ \dot x_ t+1 \dot x_ \cdot \ddot x_ \ddot x_ t+1 \ddot x_ u_ y_ t+1 y_ \cdot \dot y_ \frac t^ \cdot \ddot \dot y_ t+1 \dot y_ \cdot \ddot y_ \ddot y_ t+1 \ddot y_ u_ \dot \theta_ t+1 \dot \theta_ \cdot \ddot \theta_ \ddot \theta_ t+1 \ddot \theta_ u_ observation equations use \eta_ left \frac \cdot n_ \cdot \pi \cdot r \cdot \sqrt \dot x^ \dot \frac \cdot n_ \cdot b \cdot \pi \cdot r \cdot \dot \theta \eta_ right \frac \cdot n_ \cdot \pi \cdot r \cdot \sqrt \dot x^ \dot \frac \cdot n_ \cdot b \cdot \pi \cdot r \cdot \dot \theta \dot \theta_ z \dot \theta a_ x \ddot x \sin \theta \ddot \cos \theta a_ \ddot x \cos \theta \ddot \sin \theta small-size ekf wanted test filter started smaller give odometry measurements input know receive amount pulses left right encoder vehicle driving straight line inputs x priori state estimate vector sampling time p estimated state covariance vector z current measurement vector encoder left encoder right output x posteriori state estimate vector p posteriori state covariance vector state vector x vector \begin bmatrix x \rightarrow x-position global frame \\ \dot x \rightarrow speed x-direction global frame \\ \rightarrow y-position global frame \\ \dot \rightarrow speed y-direction global frame \\ \theta \rightarrow vehicle angle global frame \\ \dot \theta \rightarrow angular speed vehicle \end bmatrix measurement vector z vector \begin bmatrix \eta_ left \rightarrow wheelspeed pulses left wheel \\ \eta_ right \rightarrow wheelspeed pulses right wheel \end bmatrix check input matrixes correct size rows columns size x rows ~= columns ~= error vector size incorrect end rows columns size z rows ~= columns ~= error data vector size incorrect end constants n0 r b q zeros q sigma_ax q sigma_ay q sigma_atau q q q deal small dfdx eye dfdx dfdx dfdx deal dfda zeros dfda dfda dfda deal dhdn eye r zeros r r deal sigma_odo r r deal small predict next state xk f xk-1 xtemp zeros xtemp x t*x u1 sigma_ax xtemp x u1 xtemp x t*x u2 sigma_ay xtemp x u2 xtemp x t*x u3 sigma_atau xtemp x u3 x xtemp predict next state covariance pk dfdx pk-1 transpose dfdx dfda q transpose dfda p dfdx p transpose dfdx dfda q transpose dfda calculate kalman gain kk p transpose dhdx dhdx p transpose dhdx dhdn r transpose dhdn ^-1 dhdx zeros x -6 x -6 dhdx dhdx deal t*n0 dhdx dhdx deal t*n0 dhdx dhdx deal t*n0 x /sqrt x ^2+x ^2 dhdx dhdx deal t*n0 x /sqrt x ^2+x ^2 end dhdx dhdx deal t*n0 x /sqrt x ^2+x ^2 dhdx dhdx deal t*n0 x /sqrt x ^2+x ^2 dhdx t*n0*b dhdx t*n0*b kk p transpose dhdx dhdx p transpose dhdx dhdn r transpose dhdn -1 update state h zeros n1 sigma_odo h t*n0 *sqrt x ^2+x ^2 t*n0*b *x n1 n2 normrnd sigma_odo h t*n0 *sqrt x ^2+x ^2 t*n0*b *x n2 x x kk* z-h update state covariance p eye -kk*dhdx *p end odometry observation equations wonder come observation equations odometry data v_ vl v c \dot \theta \cdot b \rightarrow v_ vl \sqrt \dot x^ \dot \dot \theta \cdot b problem try small-size ekf using matlab user interface seem drive straight line heading expect start state vector x= \begin bmatrix bmatrix meaning starting position global coordinate frame speed acceleration angle top right corner see measurement data give input wheelspeed counts wheel sampling period simulating straight driving vehicle top left corner see plot x coordinate state vector end predict+update cycle filter labeled timecycle bottom left corner plot angle state vector see cycles angle expect anyone please provide insights wrong solutions thinking use motion model explained question difference odometry data inserted predict step filter see problems see make small-size version testing purposes know measurements add update-step medium-size version know make observation equations state vector imply velocity acceleration use motion model update step euler-angle linked \theta euler-angle obtain digital motion processor dmp implemented imu problem angular velocity state matrix problem acceleration observation equations,kalman-filter imu sensor-fusion odometry,odometry kalman filter fusion imu sensor
281,controlling motor batteries arduino board,want build robotic vacuum vacuum motor want switch set time night batteries using deep cycle gel batteries connected series want arduino switch motor real question guess supplied arduino able switch motor big second question mosfet answer apologies pretty new it.. control motor batteries arduino board mosfet type mosfet use,arduino,arduino
282,battery damaged,please see attached battery images tell safe continue using battery discard,battery lithium-polymer,battery polymer lithium
283,program inovatic usb interface,possession inovatic usb interface detail ui-8x8 v1.1 like program simple stuff things familiar c programming heard possible program interface c looks find drivers interface checked inovatic website v1.0 version drivers pretty sure need v1.1 program language use,microcontroller,microcontroller
284,quad copter attitude control,built quad copter scratch electronics mechanics software point sensor data looks correct tilt quad copter correct motors increase decrease trying tune pids couple days rate mode stays level rotates correct degrees second give command stability mode lot time spins axis get stable kept rotating upright maintaining flat position come conclusion something wrong signs mixed anyone knowledgeable quad copter control code able take look done works struggling work needs change try next flight control code posted relevant classes hardware.h main.cpp include mbed.h include rtos.h include hardware.h //declarations float constrain const float const float min const float max float map float x float in_min float in_max float out_min float out_max void getattitude void task500hz void const *n void task10hz //variables float _gyrorate // yaw pitch roll float _ypr // yaw pitch roll float _yawtarget int _notflying float int _10hziterator float _ratepidcontrolleroutputs //yaw pitch roll float _stabpidcontrolleroutputs //yaw pitch roll float _motorpower //timers rtostimer *_updatetimer // thread monitor serial ports void flightcontrollerthread void const *args //update timer _updatetimer new rtostimer task500hz ostimerperiodic void int updatetime update_frequency _updatetimer- start updatetime // wait thread :wait //constrains value min max float constrain const float const float min const float max float max max min min return //maps input output float map float x float in_min float in_max float out_min float return x in_min out_max out_min in_max in_min //zeros values void getattitude //take zero values account inbetween pcb level ground _ypr _ypr _zerovalues _ypr _ypr _zerovalues //swap pitch roll imu mounted right angle board //gyro data need swapping done freeimu class float pitch _ypr float roll _ypr _ypr pitch _ypr roll void task500hz void const *n _10hziterator++ _10hziterator == task10hz //get imu data _freeimu.getyawpitchroll _ypr _freeimu.getrate _gyrorate getattitude //rate mode _rate == true _stab == false //update rate pid process value gyro rate _yawratepidcontroller- setprocessvalue _gyrorate _pitchratepidcontroller- setprocessvalue _gyrorate _rollratepidcontroller- setprocessvalue _gyrorate //update rate pid set point desired rate rc _yawratepidcontroller- setsetpoint _rcmappedcommands _pitchratepidcontroller- setsetpoint _rcmappedcommands _rollratepidcontroller- setsetpoint _rcmappedcommands //compute rate pid outputs _ratepidcontrolleroutputs _yawratepidcontroller- compute _ratepidcontrolleroutputs _pitchratepidcontroller- compute _ratepidcontrolleroutputs _rollratepidcontroller- compute //stability mode //update stab pid process value ypr _yawstabpidcontroller- setprocessvalue _ypr _pitchstabpidcontroller- setprocessvalue _ypr _rollstabpidcontroller- setprocessvalue _ypr //update stab pid set point desired rc _yawstabpidcontroller- setsetpoint _yawtarget _pitchstabpidcontroller- setsetpoint _rcmappedcommands _rollstabpidcontroller- setsetpoint _rcmappedcommands //compute stab pid outputs _stabpidcontrolleroutputs _yawstabpidcontroller- compute _stabpidcontrolleroutputs _pitchstabpidcontroller- compute _stabpidcontrolleroutputs _rollstabpidcontroller- compute //if pilot commanding abs _rcmappedcommands _stabpidcontrolleroutputs _rcmappedcommands //feed rate pid overwriting stab pid output _yawtarget _ypr //update rate pid process value gyro rate _yawratepidcontroller- setprocessvalue _gyrorate _pitchratepidcontroller- setprocessvalue _gyrorate _rollratepidcontroller- setprocessvalue _gyrorate //update rate pid set point desired rate stab _yawratepidcontroller- setsetpoint _stabpidcontrolleroutputs _pitchratepidcontroller- setsetpoint _stabpidcontrolleroutputs _rollratepidcontroller- setsetpoint _stabpidcontrolleroutputs //compute rate pid outputs _ratepidcontrolleroutputs _yawratepidcontroller- compute _ratepidcontrolleroutputs _pitchratepidcontroller- compute _ratepidcontrolleroutputs _rollratepidcontroller- compute //testing _ratepidcontrolleroutputs // yaw //_ratepidcontrolleroutputs // pitch _ratepidcontrolleroutputs // roll //calculate motor power flying _rcmappedcommands _armed == true //constrain motor power means max throttle overhead stabilising _motorpower constrain _rcmappedcommands _ratepidcontrolleroutputs _ratepidcontrolleroutputs _ratepidcontrolleroutputs _motorpower constrain _rcmappedcommands _ratepidcontrolleroutputs _ratepidcontrolleroutputs _ratepidcontrolleroutputs _motorpower constrain _rcmappedcommands _ratepidcontrolleroutputs _ratepidcontrolleroutputs _ratepidcontrolleroutputs _motorpower constrain _rcmappedcommands _ratepidcontrolleroutputs _ratepidcontrolleroutputs _ratepidcontrolleroutputs //map 0-1 value actual pwm pulsewidth _motorpower map _motorpower motors_min //reduced limit power testing _motorpower map _motorpower motors_min _motorpower map _motorpower motors_min _motorpower map _motorpower motors_min //not flying _armed == true _yawtarget _ypr //set motors armed state _motorpower motors_armed _motorpower motors_armed _motorpower motors_armed _motorpower motors_armed _notflying ++ _notflying //not flying second //reset iteratior _notflying //reset _yawratepidcontroller- reset _pitchratepidcontroller- reset _rollratepidcontroller- reset _yawstabpidcontroller- reset _pitchstabpidcontroller- reset _rollstabpidcontroller- reset //disable motors _motorpower motors_off _motorpower motors_off _motorpower motors_off _motorpower motors_off //set motor power _motor1.pulsewidth_us _motorpower _motor2.pulsewidth_us _motorpower _motor3.pulsewidth_us _motorpower _motor4.pulsewidth_us _motorpower //print data void task10hz int batt _wirelessserial.printf _motorpower _motorpower _motorpower _motorpower _ypr _ypr _ypr batt _ratepidcontrolleroutputs _ratepidcontrolleroutputs _ratepidcontrolleroutputs _stabpidcontrolleroutputs _stabpidcontrolleroutputs _stabpidcontrolleroutputs _armed _initialised _rate _stab _gyrorate _gyrorate _gyrorate _rcmappedcommands _rcmappedcommands _rcmappedcommands _rcmappedcommands _yawratepidcontrollerp _yawratepidcontrolleri _yawratepidcontrollerd _pitchratepidcontrollerp _pitchratepidcontrolleri _pitchratepidcontrollerd _rollratepidcontrollerp _rollratepidcontrolleri _rollratepidcontrollerd _yawstabpidcontrollerp _yawstabpidcontrolleri _yawstabpidcontrollerd _pitchstabpidcontrollerp _pitchstabpidcontrolleri _pitchstabpidcontrollerd _rollstabpidcontrollerp _rollstabpidcontrolleri _rollstabpidcontrollerd whole program seen mbed page http //mbed.org/users/joe4465/code/quadmk6/ need info something explaining let know anyone point right direction idea try next appreciated thanks joe,quadcopter pid imu,quadcopter imu pid
285,controlling robots serial,working little project ran bit road block controlling servos using serial commands servos appear move put character serial little type say characters random gibberish servos connected move several degrees code include servo.h servo ulf // upper left front servo servo llf // lower left front servo byte index int commandnum=1 int steps // position llf servo int partnum // unused string command // command building void setup llf.attach ulf.attach serial.begin void loop serial.available // bytes read char serial.read in== // escape character commandnum++ partnum serial.println new command command +commandnum break command+=in == partnum++ //if space new section command command == llf serial.read //skip space serial.println lower left foot selected int angle serial.parseint // find angle want serial.println angle +string angle int pos pos angle pos++ // loop positions reach goal llf.write pos // write servo position delay int pos angle pos pos -- // loop positions reach goal llf.write pos // write servo position delay help appreciated edit note nothing printed serial monitor micro towerpro rc servos,arduino rcservo serial c++,serial rcservo c arduino
286,using fri aticombineddaqft visual studio,trying force control experiment kuka lwr iv mini45 ati force sensor data acquisition board pcie-6320 supported using linux seems use windows lab guys tried use fri aticombineddaqft windows hopeful libraries work anybody experiment kuka least encounter problem sensor fri noteworthy force sensor net box use udp bit hurry appreciate suggestions thanks,force-sensor kuka,kuka sensor force
287,go implementing kalman filter pose estimation algorithm,process writing pose estimation algorithm using image data receive images fps image program computes x z roll pitch yaw camera respect certain origin means accurate obvious problems much exposure image enough feature points image etc. positions go haywire want write kalman filter take care part read basics kf ekf etc reading tutorial implementation kalman filter algorithm pose estimation object matches use case well understand using linear kalman filter specifying parameters dt*dt state transition matrix reference state transition matrix considering /* dynamic model */ // dt dt2 // dt dt2 // dt dt2 // dt // dt // dt // // // // dt dt2 // dt dt2 // dt dt2 dt // dt // dt // // // little confused main question broken parts linear kalman filter suffice pose estimation filtering go ekf come model system camera obeying trajectory whole point pose estimation track position rotation noisy movements understand came matrix kalman filter understand instance pose estimation says camera moved half meter frame plain wrong 1/30th second way happen thank,kalman-filter pose,filter pose kalman
288,ctl port motor controller,look motor controller port called ctl ctl stand sort protocol rs232,motor,motor
289,raise/drop spider,halloween build spider drops ceiling detects motion rewinds scare next kids lightweight foamish spider hobby lobby use need help adding smarts scare kids able detect tall/far kid drop custom height time settle standard dropping height idea motion sensor shoot string webs front people technical total n00b comes robotics ideas components considerations need appreciated,motor rcservo,motor rcservo
290,way stress-ball-like device acceleration control interface,thinking project proposal robotics course required make potential application physical therapy medical fields thing came mind motorized wheelchair moves control squeezed user robotics novice wonder integrate sensor circuit rubber ball pressed stroke patient triggers driver circuit possible experience robotics limited arduino servo motors basic sensors,wheeled-robot,wheeled robot
291,building open loop controller simple dc motor position problem,order identify dynamics dc motor trying command xcos using arduino tool box problem facing give motor input command get given angle position output control input voltage motor pwm thinking converting angle voltage figure somebody help,arduino motor control,control motor arduino
292,changing stm32 nucleo board microcontroller,stm32f072rb board microcontroller application chose stm32f103rg bigger ram size flash size remove f072r board put top testing code f103c flash ram size meeting requirement f072r nucleo board lying quick developmental test swap r series pin compatible anyone done microcontroller swapping,microcontroller,microcontroller
293,models perfect represent robotic environments,sebastian thrun says paper particle filters model detailed fails represent complexity simplest robotic environment means someone please elaborate,localization theory,theory localization
294,make stepper motor rotate come position certain degress say degrees initial position,tried coding working void loop int int x2 vertical2.currentposition int y-x2 int x1 horizontal2.currentposition int y-x1 horizontal2.moveto z1 horizontal2.run vertical2.moveto z2 vertical2.run problem coding placed loop loop working anyone help figuring problem using accelstepper library coding void loop int dummy=1 dummy==1 int int x2 vertical2.currentposition int y-x2 int x1 horizontal2.currentposition int y-x1 horizontal2.moveto z1 horizontal2.run vertical2.moveto z2 vertical2.run,arduino stepper-motor,stepper motor arduino
295,mobile robot algorithm implementation error,working reproducing robotics paper simulating matlab order implement real robot afterwards robot model \dot x =v cos\theta \dot =v sin\theta \dot \theta =u idea algorithm avoid obstacles reach determines target algorithm uses cone vision measure obstacle properties information required apply system minimum distance robot obstacle obstacle modelled circle know radius r obstacle speed v_ obs angles \alpha_ form robot cone vision heading h robot target safe distance d_ safe robot obstacle defined robot reach target closer d_ safe obstacle extended angle \alpha_ \ge arccos\left \frac r r+d_ safe \right defined \le \alpha_ \le \pi following auxiliary angles calculated \beta_ =\alpha_ -\alpha_ \beta_ =\alpha_ +\alpha_ following vectors defined l_ v_ max -v cos \beta_ sin \beta_ l_ v_ max -v cos \beta_ sin \beta_ v_ max maximum robot speed v constant fulfills \|v_ obs \| \le v \le v_ max vectors represent boundaries cone vision vehicle given vectors l_ l_ angle \alpha l_1 l_2 angle l_ l_ measured counterclockwise direction \alpha \in -\pi \pi function f evasion maneuver starts time t_0 robot find index h h min|\alpha v_ t_0 +l_j t_0 v_r t_0 j= v_r robot velocity vector vectors v_ obs t_0 +l_j t_0 choose forms smallest angle robot velocity vector h determinded control law applied u =-u_ max f v_ +l_h v_r v =\|v_ obs +l_h \| \quad \quad sliding mode type control law steers robot velocity v_r switching surface equal vector v_ +l_h robot avoids obstacle surrounding robot avoiding obstacle follows control law u =0 v =v_ max \quad \quad hence rules switch laws r10 switching occurs whenthe distance obstacle equal constant c means t_0 =c distance becoming smaller time i.e r11 switching occurs vehicle pointing towards obstacle i.e \theta t_* =h t_* a_*=\frac r cos\alpha_0 -r result similar getting understand theory flaw implementation able solve opinion robot manages avoid obstacle certain point red circle robot turns wrong side making impossible condition h \theta achieved feel measuring angle alpha v_ +l_h v_ r debugging see certain point stops switching negative positive values become positive leading robot wrong side seems related problem angle circle tangent line,mobile-robot kinematics matlab geometry,mobile geometry kinematics robot matlab
296,verifying motor selection calculations,trying select brushed dc motor project tried following advice sizing electric motors mentioned question details missing unsure followed procedure application need nm number motors wd wheel diameter cm wp estimated weight platform kg minc maximum incline load degrees vmax maximum velocity load km/hr fpush maximum pushing force kg ur coefficient rolling friction calculations step determine total applied force worst case ftotal wp ur*cos minc sin minc fpush kilogram step calculate power requirement vradps maximum velocity load radians/second radian second pmotor required power motor ftotal vradps wd/2 /nm kilogram meter radian second step calculate torque speed requirement tmotor required torque motor pmotor/vradps centimeter gram inch ounce rpmmin required revolutions minute motor vradps rev minute calculations correct final tmotor rpmmin values seem right calculation pmotor match used link conversion radians second therefore result proper units python script reproducing calculations math import http //pint.readthedocs.org/en/0.6/tutorial.html pint import unitregistry ureg unitregistry def velocity_to_rpm v r kph kilometer/hour r r.to kilometer r*2 rpm kph *minute rev return rpm def velocity_to_radps v r return velocity_to_rpm v r .to radian/second units km kilometer ureg.kilometer meter ureg.meter newton ureg.newton cm centimeter ureg.centimeter hr hour ureg.hour mm millimeter ureg.millimeter rev revolution ureg.revolution minute ureg.minute sec second ureg.second kg kilogram ureg.kilogram gm gram ureg.gram deg degree ureg.degree rad radian ureg.radian oz ureg.oz inch ureg.inch conversions km_per_mm *mm hour_per_minute *minute minute_per_second minute_per_hour gm_per_kg cm_per_km constraints target_km_per_hour average walking speed estimated_platform_weight maximum_incline_degrees maximum_incline_radians maximum_incline_degrees pi*rad maximum_pushing_force estimated_platform_weight/4 maximum_velocity_at_worst_case rolling_friction rubber pavement target_km_per_hour number_of_powered_motors variables wheel_diameter_mm wheel_radius_mm wheel_diameter_mm/2 wheel_radius_km wheel_radius_mm km_per_mm rev_per_minute_at_6v_unloaded rev_per_minute_at_6v_loaded rev_per_minute_at_6v_unloaded/2 mm_per_rev wheel_diameter_mm pi target_rpm velocity_to_rpm target_km_per_hour wheel_radius_mm target_radps target_km_per_hour wheel_radius_mm calculate total applied force worst case total_applied_force_worst_case estimated_platform_weight rolling_friction*cos maximum_incline_radians sin maximum_incline_radians maximum_pushing_force print total_applied_force_worst_case calculate power requirement vel_in_radps velocity_to_radps velocity_under_max_load wheel_radius_mm print vel_in_radps required_power total_applied_force_worst_case velocity_to_radps velocity_under_max_load wheel_radius_mm wheel_radius_mm.to meter required_power_per_motor required_power/number_of_powered_motors print required_power_per_motor calculate torque speed requirement required_angular_velocity hour_per_minute minute_per_second rad rad/sec required_rpm required_angular_velocity rev/rad sec/minute required_torque_per_motor required_power_per_motor/required_angular_velocity .to gm*cm print required_torque_per_motor required_torque_per_motor.to oz*inch print required_rpm,mobile-robot motor design torque force,force mobile torque robot design motor
297,powering servomotors requiring,title much says team building robotic arm capstone project engineering degree design similar dobot degrees purchased servomotors requires preliminary research able find power source satisfy purchase individual ac/dc power source servo introduce problems voltage-regulated suggestion received buy computer power source modify output voltage amperage need raises concerns professor running course find dangerous input power servos going overboard costs students thanks,power servos servomotor arm,servomotor servos arm power
298,inverse kinematics calibration,working robot arm project big question derived inverse kinematics ik algorithm decoupling spherical wrist get equations based nominal dh values alpha degrees many zeros a_i d_i kinematics calibration identified dh parameters longer ideal ones certain small non-zero bias added nominal values question ik algorithm used actual dh parameters yes end-effector errors actual operation change ik algorithm p.s working modular robot arm means dh bias bigger traditional robot arms,inverse-kinematics calibration,inverse kinematics calibration
299,path following precise positioning system rtk,general problem using precise positioning centimeter-accurate gnss rtk system meant autonomous car guidance given predefined path car follow mean autonomous cars topic ces simple system seems introduced date ... course path planning part autonomous package problems need solved collision prevention etc wonder something simple rtk guidance used rtk system relies little amount live correction data kb/s mobile networks ubiquitous today see technical problem solution given enough rtk base stations question using precise positioning follow predefined obstacle-free environment asking systems need implemented autonomous car collision prevention etc systems employ lidar stereo camera collision prevention autonomous system consider theoretical case updated question precise satellite positioning accurate enough guide/navigate full-scale passenger car obstacle-free outdoor environment speed km/h given precise-enough path prerecorded follow answers say solved problem nice answers elaborated detail regarding existing solutions accuracy possible problems etc. solutions open source apm autopilot work rovers example emlid seem use rtk accuracy low,navigation gps precise-positioning,precise positioning navigation gps
300,ekf-slam shrink covariance matrix direction,implemented ekf mobile robot x theta coordinates problem detect landmark like correct estimate defined direction example robot travelling plane meets landmark orientation degrees want correct position estimate direction perpendicular landmark i.e degrees position estimate update x_posterior normal case store x_temp calculate error x_temp x_prior project error vector direction perpendicular landmark add projected quantity x_prior working covariance matrix want shrink covariance direction perpendicular landmark thank help,mobile-robot slam kalman-filter ekf,kalman mobile ekf robot filter slam
301,slam starting point quardrant issue,question puzzling simple rectangle enclosure extracted lidar odometer data test run put starting position gives bad map shift something map seems fine,slam,slam
